1385161200,13.31,13.31,13.31,13.19,0.00,0,0,0,0,0.0
1385161260,13.31,13.31,13.31,13.19,0.00,0,0,0,0,0.0
1385161320,13.31,13.31,13.31,13.25,0.00,0,0,0,0,0.0
1385161380,13.31,13.31,13.31,13.25,0.00,0,0,0,0,0.0
1385161440,13.38,13.31,13.38,13.25,0.00,0,0,0,0,0.0
1385161500,13.38,13.31,13.38,13.25,0.00,0,0,0,0,0.0
1385161560,13.31,13.31,13.31,13.25,0.00,0,0,0,0,0.0
1385161620,13.31,13.31,13.31,13.25,0.00,0,0,0,0,0.0
1385161680,13.31,13.31,13.31,13.25,0.00,0,0,0,0,0.0
1385161740,13.38,13.38,13.31,13.19,0.00,0,0,0,0,0.0
1385161800,13.38,13.38,13.31,13.25,0.00,0,0,0,0,0.0
1385161860,13.31,13.38,13.31,13.19,0.00,0,0,0,0,0.0
1385161920,13.31,13.38,13.31,13.25,0.00,0,0,0,0,0.0
1385161980,13.38,13.38,13.31,13.25,0.00,0,0,0,0,0.0
1385162040,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385162100,13.38,13.31,13.31,13.25,0.00,0,0,0,0,0.0
1385162160,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385162220,13.38,13.38,13.31,13.25,0.00,0,0,0,0,0.0
1385162280,13.38,13.38,13.31,13.25,0.00,0,0,0,0,0.0
1385162340,13.31,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385162400,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385162460,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385162520,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385162580,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385162640,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385162700,13.31,13.38,13.31,13.25,0.00,0,0,0,0,0.0
1385162760,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385162820,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385162880,13.31,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385162940,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385163000,13.38,13.38,13.31,13.25,0.00,0,0,0,0,0.0
1385163060,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385163120,13.38,13.38,13.31,13.25,0.00,0,0,0,0,0.0
1385163180,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385163240,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385163300,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385163360,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385163420,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385163480,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385163540,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385163600,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385163660,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385163720,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385163780,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385163840,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385163900,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385163960,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385164020,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385164080,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385164140,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385164200,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385164260,13.31,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385164320,13.31,13.38,13.31,13.25,0.00,0,0,0,0,0.0
1385164380,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385164440,13.38,13.38,13.38,13.19,0.00,0,0,0,0,0.0
1385164500,13.38,13.38,13.31,13.19,0.00,0,0,0,0,0.0
1385164560,13.38,13.38,13.31,13.25,0.00,0,0,0,0,0.0
1385164620,13.31,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385164680,13.31,13.31,13.38,13.19,0.00,0,0,0,0,0.0
1385164740,13.38,13.38,13.38,13.19,0.00,0,0,0,0,0.0
1385164800,13.31,13.38,13.38,13.19,0.00,0,0,0,0,0.0
1385164860,13.31,13.38,13.31,13.19,0.00,0,0,0,0,0.0
1385164920,13.31,13.38,13.31,13.19,0.00,0,0,0,0,0.0
1385164980,13.38,13.38,13.38,13.25,0.00,0,0,0,0,0.0
1385165040,13.38,13.38,13.38,13.19,0.00,0,0,0,0,0.0
1385165100,13.38,13.38,13.38,13.19,0.00,0,0,0,0,0.0
1385165160,13.38,13.38,13.38,13.19,0.00,0,0,0,0,0.0
1385165220,13.38,13.38,13.38,13.19,0.00,0,0,0,0,0.0
