1384988400,15.50,15.63,15.56,15.38,0.00,0,0,0,0,0.0
1384988460,15.44,15.56,15.56,15.38,0.00,0,0,0,0,0.0
1384988520,15.44,15.56,15.56,15.38,0.00,0,0,0,0,0.0
1384988580,15.44,15.56,15.56,15.38,0.00,0,0,0,0,0.0
1384988640,15.44,15.56,15.56,15.38,0.00,0,0,0,0,0.0
1384988700,15.44,15.56,15.50,15.38,0.00,0,0,0,0,0.0
1384988760,15.44,15.56,15.50,15.38,0.00,0,0,0,0,0.0
1384988820,15.44,15.56,15.50,15.38,0.00,0,0,0,0,0.0
1384988880,15.50,15.56,15.50,15.38,0.00,0,0,0,0,0.0
1384988940,15.38,15.56,15.50,15.31,0.00,0,0,0,0,0.0
1384989000,15.44,15.56,15.50,15.38,0.00,0,0,0,0,0.0
1384989060,15.44,15.56,15.50,15.38,0.00,0,0,0,0,0.0
1384989120,15.44,15.56,15.50,15.38,0.00,0,0,0,0,0.0
1384989180,15.44,15.56,15.50,15.38,0.00,0,0,0,0,0.0
1384989240,15.44,15.50,15.50,15.31,0.00,0,0,0,0,0.0
1384989300,15.44,15.56,15.50,15.38,0.00,0,0,0,0,0.0
1384989360,15.38,15.56,15.44,15.31,0.00,0,0,0,0,0.0
1384989420,15.44,15.56,15.50,15.31,0.00,0,0,0,0,0.0
1384989480,15.44,15.50,15.50,15.31,0.00,0,0,0,0,0.0
1384989540,15.44,15.50,15.50,15.31,0.00,0,0,0,0,0.0
1384989600,15.44,15.50,15.44,15.31,0.00,0,0,0,0,0.0
1384989660,15.44,15.50,15.50,15.31,0.00,0,0,0,0,0.0
1384989720,15.38,15.50,15.44,15.31,0.00,0,0,0,0,0.0
1384989780,15.44,15.50,15.44,15.31,0.00,0,0,0,0,0.0
1384989840,15.38,15.50,15.44,15.31,0.00,0,0,0,0,0.0
1384989900,15.38,15.50,15.44,15.31,0.00,0,0,0,0,0.0
1384989960,15.38,15.50,15.44,15.31,0.00,0,0,0,0,0.0
1384990020,15.44,15.50,15.44,15.31,0.00,0,0,0,0,0.0
1384990080,15.38,15.50,15.44,15.25,0.00,0,0,0,0,0.0
1384990140,15.38,15.50,15.44,15.25,0.00,0,0,0,0,0.0
1384990200,15.38,15.50,15.44,15.25,0.00,0,0,0,0,0.0
1384990260,15.38,15.50,15.44,15.25,0.00,0,0,0,0,0.0
1384990320,15.38,15.50,15.38,15.25,0.00,0,0,0,0,0.0
1384990380,15.38,15.50,15.38,15.25,0.00,0,0,0,0,0.0
1384990440,15.38,15.50,15.44,15.25,0.00,0,0,0,0,0.0
1384990500,15.38,15.44,15.38,15.25,0.00,0,0,0,0,0.0
1384990560,15.31,15.44,15.38,15.25,0.00,0,0,0,0,0.0
1384990620,15.38,15.44,15.38,15.19,0.00,0,0,0,0,0.0
1384990680,15.38,15.44,15.38,15.25,0.00,0,0,0,0,0.0
1384990740,15.31,15.44,15.38,15.25,0.00,0,0,0,0,0.0
1384990800,15.31,15.44,15.38,15.19,0.00,0,0,0,0,0.0
