1383260400,16.75,30.937,16.312,0,0,0,0
1383260460,16.75,30.812,16.312,0,0,0,0
1383260520,16.75,30.875,16.312,0,0,0,0
1383260580,16.75,30.937,16.312,0,0,0,0
1383260640,16.75,31.0,16.375,0,0,0,0
1383260702,16.75,30.937,16.375,0,0,0,0
1383260760,16.75,30.875,16.375,0,0,0,0
1383260820,16.75,30.937,16.375,0,0,0,0
1383260880,16.75,30.937,16.312,0,0,0,0
1383260940,16.75,30.937,16.312,0,0,0,0
1383261001,16.75,30.937,16.312,0,0,0,0
1383261061,16.75,30.937,16.312,0,0,0,0
1383261121,16.75,30.875,16.312,0,0,0,0
1383261181,16.75,30.812,16.312,0,0,0,0
1383261241,16.75,30.875,16.312,0,0,0,0
1383261301,16.75,30.812,16.375,0,0,0,0
1383261361,16.75,30.875,16.312,0,0,0,0
1383261421,16.75,30.875,16.375,0,0,0,0
1383261481,16.75,30.937,16.312,0,0,0,0
1383261541,16.75,31.0,16.312,0,0,0,0
1383261601,16.75,30.937,16.375,0,0,0,0
1383261661,16.75,30.875,16.312,0,0,0,0
1383261721,16.75,30.937,16.312,0,0,0,0
1383261781,16.75,30.937,16.312,0,0,0,0
1383261842,16.75,30.812,16.312,0,0,0,0
1383261901,16.75,30.875,16.312,0,0,0,0
1383261961,16.75,30.937,16.375,0,0,0,0
1383262021,16.75,30.937,16.312,0,0,0,0
1383262081,16.75,30.812,16.312,0,0,0,0
1383262141,16.75,30.875,16.312,0,0,0,0
1383262201,16.75,30.875,16.375,0,0,0,0
1383262261,16.75,30.875,16.375,0,0,0,0
1383262321,16.75,31.062,16.375,0,0,0,0
1383262381,16.75,30.937,16.375,0,0,0,0
1383262441,16.75,31.0,16.375,0,0,0,0
1383262501,16.75,30.937,16.375,0,0,0,0
1383262562,16.812,30.937,16.312,0,0,0,0
1383262621,16.75,30.812,16.375,0,0,0,0
1383262681,16.75,30.875,16.312,0,0,0,0
1383262741,16.75,30.812,16.375,0,0,0,0
1383262801,16.75,30.875,16.312,0,0,0,0
1383262861,16.75,30.875,16.312,0,0,0,0
1383262921,16.75,30.812,16.375,0,0,0,0
1383262981,16.75,30.812,16.375,0,0,0,0
1383263042,16.75,30.937,16.312,0,0,0,0
1383263102,16.75,30.875,16.375,0,0,0,0
1383263162,16.75,30.937,16.375,0,0,0,0
1383263222,16.75,30.937,16.375,0,0,0,0
1383263282,16.75,30.937,16.375,0,0,0,0
1383263342,16.75,30.875,16.375,0,0,0,0
1383263402,16.75,30.875,16.375,0,0,0,0
1383263462,16.812,30.625,16.5,0,0,0,0
1383263522,16.875,30.562,16.562,0,0,0,0
1383263582,16.875,30.875,16.5,0,0,0,0
1383263642,16.875,30.875,16.5,0,0,0,0
1383263702,16.875,31.0,16.5,0,0,0,0
1383263762,16.875,31.0,16.5,0,0,0,0
1383263822,16.875,30.875,16.5,0,0,0,0
1383263882,16.875,30.875,16.5,0,0,0,0
1383263942,16.875,31.0,16.5,0,0,0,0
1383264002,16.875,31.0,16.5,0,0,0,0
1383264062,16.875,31.0,16.5,0,0,0,0
1383264122,16.937,31.0,16.5,0,0,0,0
1383264182,16.937,30.875,16.562,0,0,0,0
1383264242,16.937,30.875,16.562,0,0,0,0
1383264302,16.937,30.937,16.5,0,0,0,0
1383264362,16.937,31.062,16.5,0,0,0,0
1383264422,16.937,31.0,16.562,0,0,0,0
1383264482,16.937,31.0,16.562,0,0,0,0
1383264542,16.937,31.0,16.5,0,0,0,0
1383264602,16.937,31.062,16.562,0,0,0,0
1383264662,16.937,31.0,16.562,0,0,0,0
1383264722,16.937,31.0,16.562,0,0,0,0
1383264782,16.937,30.937,16.562,0,0,0,0
1383264842,17.0,31.0,16.562,0,0,0,0
1383264902,16.937,31.0,16.562,0,0,0,0
1383264962,16.937,30.937,16.562,0,0,0,0
1383265020,17.0,30.875,16.562,0,0,0,0
1383265080,16.937,31.0,16.562,0,0,0,0
1383265140,17.0,30.937,16.562,0,0,0,0
1383265200,17.0,30.937,16.562,0,0,0,0
1383265260,17.0,31.0,16.562,0,0,0,0
1383265320,16.937,31.062,16.562,0,0,0,0
1383265380,17.0,31.062,16.562,0,0,0,0
1383265440,17.0,31.062,16.562,0,0,0,0
1383265500,17.0,31.0,16.562,0,0,0,0
1383265560,17.0,31.125,16.562,0,0,0,0
1383265620,17.0,31.062,16.562,0,0,0,0
1383265680,17.0,31.062,16.562,0,0,0,0
1383265740,17.0,31.0,16.562,0,0,0,0
1383265800,17.0,31.0,16.562,0,0,0,0
1383265860,17.0,31.062,16.562,0,0,0,0
1383265920,17.0,31.0,16.562,0,0,0,0
1383265980,17.0,31.0,16.625,0,0,0,0
1383266040,17.0,31.187,16.625,0,0,0,0
1383266100,17.0,31.0,16.562,0,0,0,0
1383266160,17.0,31.125,16.562,0,0,0,0
1383266220,17.0,31.062,16.562,0,0,0,0
1383266280,17.0,31.125,16.625,0,0,0,0
1383266340,17.0,31.062,16.625,0,0,0,0
1383266400,17.0,31.125,16.562,0,0,0,0
1383266460,17.0,31.062,16.562,0,0,0,0
1383266520,17.0,31.062,16.562,0,0,0,0
1383266580,17.0,31.062,16.562,0,0,0,0
1383266640,17.0,31.062,16.625,0,0,0,0
1383266700,17.062,31.062,16.562,0,0,0,0
1383266760,17.0,31.062,16.625,0,0,0,0
1383266820,17.0,31.0,16.562,0,0,0,0
1383266880,17.0,31.0,16.625,0,0,0,0
1383266940,17.062,31.0,16.625,0,0,0,0
1383267000,17.062,31.062,16.625,0,0,0,0
1383267060,17.062,31.0,16.625,0,0,0,0
1383267120,17.0,31.0,16.625,0,0,0,0
1383267180,17.0,30.937,16.625,0,0,0,0
1383267240,17.0,30.937,16.625,0,0,0,0
1383267300,17.0,30.937,16.625,0,0,0,0
1383267360,17.062,31.125,16.625,0,0,0,0
1383267420,17.062,31.0,16.625,0,0,0,0
1383267480,17.0,30.937,16.625,0,0,0,0
1383267540,17.062,30.937,16.625,0,0,0,0
1383267600,17.062,30.937,16.625,0,0,0,0
1383267660,17.062,31.125,16.625,0,0,0,0
1383267720,17.0,31.125,16.625,0,0,0,0
1383267780,17.0,30.937,16.625,0,0,0,0
1383267840,17.0,30.937,16.625,0,0,0,0
1383267900,17.0,31.0,16.625,0,0,0,0
1383267960,17.062,31.062,16.625,0,0,0,0
1383268020,17.062,31.062,16.625,0,0,0,0
1383268080,17.062,31.125,16.625,0,0,0,0
1383268140,17.0,31.125,16.625,0,0,0,0
1383268200,17.062,31.125,16.625,0,0,0,0
1383268260,17.0,31.0,16.625,0,0,0,0
1383268320,17.062,31.0,16.625,0,0,0,0
1383268380,17.062,31.0,16.625,0,0,0,0
1383268440,17.062,31.062,16.625,0,0,0,0
1383268500,17.062,31.062,16.625,0,0,0,0
1383268560,17.062,31.062,16.625,0,0,0,0
1383268620,17.062,31.062,16.625,0,0,0,0
1383268680,17.062,31.062,16.625,0,0,0,0
1383268740,17.062,31.0,16.625,0,0,0,0
1383268800,17.062,31.062,16.625,0,0,0,0
1383268860,17.062,31.062,16.625,0,0,0,0
1383268920,17.062,31.062,16.625,0,0,0,0
1383268980,17.062,31.0,16.625,0,0,0,0
1383269040,17.062,31.25,16.625,0,0,0,0
1383269100,17.062,31.062,16.687,0,0,0,0
1383269160,17.062,31.187,16.687,0,0,0,0
1383269220,17.062,31.0,16.687,0,0,0,0
1383269280,17.062,31.062,16.687,0,0,0,0
1383269340,17.062,31.062,16.687,0,0,0,0
1383269400,17.062,31.062,16.625,0,0,0,0
1383269460,17.062,31.0,16.625,0,0,0,0
1383269520,17.062,30.937,16.625,0,0,0,0
1383269580,17.062,31.062,16.687,0,0,0,0
1383269640,17.062,31.125,16.625,0,0,0,0
1383269700,17.062,30.937,16.625,0,0,0,0
1383269760,17.062,31.0,16.687,0,0,0,0
1383269820,17.062,31.0,16.625,0,0,0,0
1383269880,17.062,31.062,16.625,0,0,0,0
1383269940,17.062,31.062,16.625,0,0,0,0
1383270000,17.062,30.875,16.687,0,0,0,0
1383270060,17.062,31.0,16.687,0,0,0,0
1383270120,17.062,31.062,16.687,0,0,0,0
1383270180,17.062,30.812,16.625,0,0,0,0
1383270240,17.062,30.937,16.687,0,0,0,0
1383270300,17.062,30.937,16.687,0,0,0,0
1383270360,17.062,31.0,16.687,0,0,0,0
1383270420,17.062,31.125,16.687,0,0,0,0
1383270480,17.062,31.062,16.687,0,0,0,0
1383270540,17.062,31.125,16.687,0,0,0,0
1383270600,17.062,31.125,16.687,0,0,0,0
1383270660,17.125,31.375,16.687,0,0,0,0
1383270720,17.062,31.062,16.687,0,0,0,0
1383270780,17.062,31.125,16.687,0,0,0,0
1383270840,17.062,31.0,16.687,0,0,0,0
1383270900,17.062,31.062,16.687,0,0,0,0
1383270960,17.062,30.875,16.687,0,0,0,0
1383271020,17.062,31.0,16.687,0,0,0,0
1383271080,17.062,31.062,16.687,0,0,0,0
1383271140,17.062,31.187,16.687,0,0,0,0
1383271200,17.062,31.062,16.687,0,0,0,0
